class,family,genus,species,subSpecies,scientificName,CW,WI,CS,CE,AW,AN,CC,HL,EP,GW,GE,Ic,FN,SF,KP,UN,YG,Tm,Ao,Kh,YK,A,B,C,D,E,N,arcticOccurence,arcticEndemicSpeciesAE,borderline,introduced,naturalized,nonNativeStableCasual,stableCasual,nativeCasual,paf,genusCount,familyCount
Angiospermae,Cornaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4
Angiospermae,Cornaceae,Chamaepericlymenum,"","",Chamaepericlymenum  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6801,"",""
Angiospermae,Cornaceae,Chamaepericlymenum,suecicum,"",Chamaepericlymenum suecicum ,-,-,X,r,f,r,-,r,-,s,r,s,f,-,s,r,r,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","",3,""
Angiospermae,Cornaceae,Chamaepericlymenum,canadense,"",Chamaepericlymenum canadense ,-,-,-,-,r,r,-,r,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Cornaceae,Chamaepericlymenum,unalaschkense,"",Chamaepericlymenum unalaschkense ,-,-,-,-,s,-,-,r,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Cornaceae,Swida,"","",Swida  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6802,"",""
Angiospermae,Cornaceae,Swida,sericea,"",Swida sericea ,-,-,-,-,?,?,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,F,1,"",1,"","","","","","",1,""
Angiospermae,Balsaminaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
Angiospermae,Balsaminaceae,Impatiens,"","",Impatiens  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6901,"",""
Angiospermae,Balsaminaceae,Impatiens,noli–tange,"",Impatiens noli–tange ,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-,-,-,-,-,R,S,1,"","","",1,"","","","",1,""
Angiospermae,Polemoniaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
Angiospermae,Polemoniaceae,Phlox,"","",Phlox  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7001,"",""
Angiospermae,Polemoniaceae,Phlox,sibirica,"",Phlox sibirica ,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,?,-,r,-,-,-,R,S,S,1,"","","","","","","","",3,""
Angiospermae,Polemoniaceae,Phlox,alaskensis,"",Phlox alaskensis ,-,-,-,s,s,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,S,1,"","","","","","","","","",""
Angiospermae,Polemoniaceae,Phlox,hoodii,"",Phlox hoodii ,-,-,-,-,-,r,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,S,S,1,"","","","","","","","","",""
Angiospermae,Polemoniaceae,Polemonium,"","",Polemonium  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7002,"",""
Angiospermae,Polemoniaceae,Polemonium,caeruleum,"",Polemonium caeruleum ,-,-,-,-,-,-,-,-,-,-,-,-,r,-,b,-,r,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",5,""
Angiospermae,Polemoniaceae,Polemonium,acutiflorum,"",Polemonium acutiflorum ,f,f,f,f,f,f,r,-,-,-,-,-,r,-,f,f,f,f,s,f,f,-,-,R,F,F,F,1,"","","","","","","","","",""
Angiospermae,Polemoniaceae,Polemonium,boreale,"",Polemonium boreale ,f,f,s,s,s,f,s,-,-,-,r,-,r,s,f,f,f,f,s,f,r,-,R,F,F,F,S,1,"","","","","","","","","",""
Angiospermae,Polemoniaceae,Polemonium,pulcherrimum,pulcherrimum,Polemonium pulcherrimum pulcherrimum,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,R,1,"",1,"","","","","","","",""
Angiospermae,Polemoniaceae,Polemonium,pulcherrimum,lindleyi,Polemonium pulcherrimum lindleyi,-,-,r,?,r,r,r,-,-,-,-,-,-,-,-,-,-,-,-,-,?,-,-,-,R,R,F,1,"","","","","","","","","",""
Angiospermae,Primulaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",29
Angiospermae,Primulaceae,Primula,"","",Primula  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7101,"",""
Angiospermae,Primulaceae,Primula,elatior ,elatior,Primula elatior  elatior,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,*,*,1,"","",1,"","","","","",13,""
Angiospermae,Primulaceae,Primula,nutans,nutans,Primula nutans nutans,-,-,-,r,s,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,?,R,S,S,1,"","","","","","","","","",""
Angiospermae,Primulaceae,Primula,nutans,finmarchia,Primula nutans finmarchia,-,-,-,-,-,-,-,-,-,-,-,-,s,-,s,-,-,-,-,-,-,-,-,-,R,F,S,1,"","","","","","","","","",""
Angiospermae,Primulaceae,Primula,stricta,"",Primula stricta ,-,-,-,-,-,-,s,s,-,s,r,b,s,-,s,s,r,-,-,-,-,-,-,R,F,F,S,1,"","","","","","","","","",""
Angiospermae,Primulaceae,Primula,incana,"",Primula incana ,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,S,1,"",1,"","","","","","","",""
Angiospermae,Primulaceae,Primula,mistassinica,"",Primula mistassinica ,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,S,1,"",1,"","","","","","","",""
Angiospermae,Primulaceae,Primula,laurentiana,"",Primula laurentiana ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Primulaceae,Primula,egaliksensis,"",Primula egaliksensis ,-,-,-,s,s,s,s,s,-,r,-,?,-,-,-,-,-,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Primulaceae,Primula,anvilensis,"",Primula anvilensis ,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,1,1,"","","","","","","","",""
Angiospermae,Primulaceae,Primula,borealis,"",Primula borealis ,s,s,r,s,f,s,r,-,-,-,-,-,-,-,-,-,-,r,r,r,r,-,-,?,S,F,S,1,"","","","","","","","","",""
Angiospermae,Primulaceae,Primula,tschuktschorum,"",Primula tschuktschorum ,-,-,-,r,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,R,1,"","","","","","","","","",""
Angiospermae,Primulaceae,Primula,pumila,"",Primula pumila ,r,f,r,f,s,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,?,S,S,S,1,"","","","","","","","","",""
Angiospermae,Primulaceae,Primula,cuneifolia,saxifragifolia,Primula cuneifolia saxifragifolia,-,-,-,?,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,S,1,"","","","","","","","","",""
Angiospermae,Primulaceae,Dodecatheon,"","",Dodecatheon  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7102,"",""
Angiospermae,Primulaceae,Dodecatheon,frigidum,"",Dodecatheon frigidum ,-,-,-,f,s,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","",1,""
Angiospermae,Primulaceae,Cortusa,"","",Cortusa  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7103,"",""
Angiospermae,Primulaceae,Cortusa,matthioli,matthioli,Cortusa matthioli matthioli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,f,X,-,-,-,-,-,-,-,-,-,F,F,1,"","","","","","","","",3,""
Angiospermae,Primulaceae,Cortusa,matthioli,altaica,Cortusa matthioli altaica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,r,-,-,-,-,-,-,-,R,R,1,"","","","","","","","","",""
Angiospermae,Primulaceae,Cortusa,matthioli,sibirica,Cortusa matthioli sibirica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,r,-,-,-,-,-,R,R,1,"","","","","","","","","",""
Angiospermae,Primulaceae,Androsace,"","",Androsace  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7104,"",""
Angiospermae,Primulaceae,Androsace,chamaejasme,andersonii,Androsace chamaejasme andersonii,f,f,s,f,f,f,s,-,-,-,-,-,-,-,-,s,r,f,s,f,s,-,-,R,F,F,F,1,"","","","","","","","",7,""
Angiospermae,Primulaceae,Androsace,chamaejasme,capitata,Androsace chamaejasme capitata,r,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Primulaceae,Androsace,triflora,"",Androsace triflora ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,s,f,f,f,s,R,F,F,F,S,R,1,"","","","","","","","","",""
Angiospermae,Primulaceae,Androsace,gorodkovii,"",Androsace gorodkovii ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Primulaceae,Androsace,semiperennis,"",Androsace semiperennis ,?,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,1,"","","","","","","","","",""
Angiospermae,Primulaceae,Androsace,septentrionalis,"",Androsace septentrionalis ,f,f,s,f,s,f,s,s,s,-,-,-,-,-,f,s,f,f,f,f,r,-,S,F,F,F,F,1,"","","","","","","","","",""
Angiospermae,Primulaceae,Androsace,filiformis,"",Androsace filiformis ,r,-,-,r,-,-,-,-,-,-,-,-,-,-,-,r,r,r,-,r,r,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Primulaceae,Douglasia,"","",Douglasia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7105,"",""
Angiospermae,Primulaceae,Douglasia,ochotensis,"",Douglasia ochotensis ,f,f,r,f,r,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,R,F,F,R,1,"","","","","","","","",5,""
Angiospermae,Primulaceae,Douglasia,arctica,"",Douglasia arctica ,-,-,-,-,-,s,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,1,"","","","","","","","","",""
Angiospermae,Primulaceae,Douglasia,beringensis,"",Douglasia beringensis ,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,1,1,"","","","","","","","",""
Angiospermae,Primulaceae,Douglasia,gormanii,"",Douglasia gormanii ,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,S,1,"",1,"","","","","","","",""
Angiospermae,Primulaceae,Douglasia,alaskana,"",Douglasia alaskana ,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,1,"","","","","","","","","",""
Angiospermae,Myrsinaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
Angiospermae,Myrsinaceae,Glaux,"","",Glaux  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7201,"",""
Angiospermae,Myrsinaceae,Glaux,maritima,"",Glaux maritima ,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",1,""
Angiospermae,Myrsinaceae,Trientalis,"","",Trientalis  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7202,"",""
Angiospermae,Myrsinaceae,Trientalis,europaea,europaea,Trientalis europaea europaea,r,-,r,s,-,-,-,-,-,-,-,-,f,-,f,s,r,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","",3,""
Angiospermae,Myrsinaceae,Trientalis,europaea,arctica,Trientalis europaea arctica,-,-,-,X,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Myrsinaceae,Trientalis,borealis ,borealis,Trientalis borealis  borealis,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Myrsinaceae,Lysimachia,"","",Lysimachia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7203,"",""
Angiospermae,Myrsinaceae,Lysimachia,thyrsiflora,"",Lysimachia thyrsiflora ,-,-,-,?,b,-,r,r,-,-,-,-,-,-,X,-,X,-,-,-,?,-,-,-,-,R,F,1,"","","","","","","","",1,""
Angiospermae,Diapensiaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
Angiospermae,Diapensiaceae,Diapensia,"","",Diapensia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7301,"",""
Angiospermae,Diapensiaceae,Diapensia,lapponica,lapponica,Diapensia lapponica lapponica,-,-,-,-,-,-,r,f,r,f,s,s,f,-,f,r,s,-,-,-,-,-,R,S,F,F,F,1,"","","","","","","","",2,""
Angiospermae,Diapensiaceae,Diapensia,lapponica,obovata,Diapensia lapponica obovata,f,-,f,f,f,f,-,-,-,-,-,-,-,-,-,-,-,r,r,f,r,-,-,S,F,F,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",48
Angiospermae,Ericaceae,Rhododendron,"","",Rhododendron  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7401,"",""
Angiospermae,Ericaceae,Rhododendron,aureum,"",Rhododendron aureum ,r,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,F,1,"","","","","","","","",7,""
Angiospermae,Ericaceae,Rhododendron,lapponicum,lapponicum,Rhododendron lapponicum lapponicum,-,-,-,-,?,?,f,f,r,f,f,-,-,-,-,-,-,-,-,-,-,-,-,S,F,F,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Rhododendron,lapponicum,parvifolium,Rhododendron lapponicum parvifolium,f,-,f,f,s,f,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,S,F,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Rhododendron,adamsii,"",Rhododendron adamsii ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,f,f,r,-,-,-,?,S,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Rhododendron,groenlandicum,"",Rhododendron groenlandicum ,-,-,-,-,-,r,s,s,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,?,S,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Rhododendron,tomentosum,tomentosum,Rhododendron tomentosum tomentosum,r,-,s,-,-,-,-,-,-,-,-,-,s,-,f,f,s,r,-,r,?,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Rhododendron,tomentosum,decumbens,Rhododendron tomentosum decumbens,f,r,f,f,f,f,f,f,r,f,-,-,-,-,?,?,f,f,s,f,f,-,-,R,F,F,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Therorhodion,"","",Therorhodion  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7402,"",""
Angiospermae,Ericaceae,Therorhodion,glandulosum,"",Therorhodion glandulosum ,-,-,f,f,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,?,F,F,1,"","","","","","","","",1,""
Angiospermae,Ericaceae,Kalmia,"","",Kalmia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7403,"",""
Angiospermae,Ericaceae,Kalmia,polifolia ,polifolia,Kalmia polifolia  polifolia,-,-,-,-,-,-,r,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,F,1,"","","","","","","","",2,""
Angiospermae,Ericaceae,Kalmia,procumbens,"",Kalmia procumbens ,f,-,f,f,f,f,s,f,-,f,f,f,f,-,f,f,r,-,b,-,-,-,-,R,F,F,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Phyllodoce,"","",Phyllodoce  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7404,"",""
Angiospermae,Ericaceae,Phyllodoce,caerulea,"",Phyllodoce caerulea ,r,-,s,f,r,-,r,s,-,f,f,r,f,-,f,f,-,-,-,-,-,-,-,-,?,F,F,1,"","","","","","","","",2,""
Angiospermae,Ericaceae,Phyllodoce,aleutica ,aleutica,Phyllodoce aleutica  aleutica,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Calluna,"","",Calluna  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7405,"",""
Angiospermae,Ericaceae,Calluna,vulgaris,"",Calluna vulgaris ,-,-,-,-,-,-,-,-,-,-,-,f,s,-,r,-,-,-,-,-,-,-,-,-,-,F,F,1,"","","","","","","","",1,""
Angiospermae,Ericaceae,Cassiope,"","",Cassiope  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7406,"",""
Angiospermae,Ericaceae,Cassiope,tetragona ,tetragona,Cassiope tetragona  tetragona,f,f,s,f,f,f,f,f,f,f,f,-,-,f,-,r,s,f,f,f,s,-,?,F,F,F,F,1,"","","","","","","","",3,""
Angiospermae,Ericaceae,Cassiope,ericoides,"",Cassiope ericoides ,X,-,s,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Cassiope,lycopodioides,"",Cassiope lycopodioides ,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Harrimanella,"","",Harrimanella  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7407,"",""
Angiospermae,Ericaceae,Harrimanella,hypnoides,"",Harrimanella hypnoides ,-,-,-,-,-,-,r,s,-,f,f,f,s,r,s,f,s,-,-,-,-,-,-,R,F,F,F,1,"","","","","","","","",2,""
Angiospermae,Ericaceae,Harrimanella,stelleriana,"",Harrimanella stelleriana ,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Andromeda,"","",Andromeda  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7408,"",""
Angiospermae,Ericaceae,Andromeda,polifolia,"",Andromeda polifolia ,f,-,f,f,f,f,f,f,-,r,-,-,f,-,f,f,f,s,r,r,r,-,-,?,F,F,F,1,"","","","","","","","",2,""
Angiospermae,Ericaceae,Andromeda,glaucophylla,"",Andromeda glaucophylla ,-,-,-,-,-,-,-,r,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Chamaedaphne,"","",Chamaedaphne  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7409,"",""
Angiospermae,Ericaceae,Chamaedaphne,calyculata,"",Chamaedaphne calyculata ,s,-,r,-,r,r,r,r,-,-,-,-,-,-,f,s,r,r,-,-,r,-,-,-,?,S,F,1,"","","","","","","","",1,""
Angiospermae,Ericaceae,Arctostaphylos,"","",Arctostaphylos  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7410,"",""
Angiospermae,Ericaceae,Arctostaphylos,uva–ur,"",Arctostaphylos uva–ur ,-,-,-,-,-,s,r,r,-,r,-,s,r,-,s,r,r,-,-,-,-,-,-,-,R,S,F,1,"","","","","","","","",1,""
Angiospermae,Ericaceae,Arctous,"","",Arctous  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7411,"",""
Angiospermae,Ericaceae,Arctous,alpina,"",Arctous alpina ,s,-,s,f,f,f,f,f,-,r,r,-,f,-,f,s,f,s,s,f,s,-,-,S,F,F,F,1,"","","","","","","","",2,""
Angiospermae,Ericaceae,Arctous,rubra,"",Arctous rubra ,f,-,r,f,s,f,s,s,-,-,-,-,-,-,-,-,-,-,r,s,r,-,-,-,S,F,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Gaulteria,"","",Gaulteria  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7412,"",""
Angiospermae,Ericaceae,Gaulteria,hispidula,"",Gaulteria hispidula ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",1,""
Angiospermae,Ericaceae,Vaccinium,"","",Vaccinium  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7413,"",""
Angiospermae,Ericaceae,Vaccinium,myrtillus,"",Vaccinium myrtillus ,-,-,-,-,-,-,-,-,-,r,-,f,f,-,f,s,s,r,-,-,-,-,-,-,F,F,F,1,"","","","","","","","",11,""
Angiospermae,Ericaceae,Vaccinium,ovalifolium,"",Vaccinium ovalifolium ,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Vaccinium,cespitosum,"",Vaccinium cespitosum ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Vaccinium,myrtilloides,"",Vaccinium myrtilloides ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Vaccinium,uliginosum,uliginosum,Vaccinium uliginosum uliginosum,-,-,-,-,-,-,-,s,-,r,-,f,f,-,s,-,-,-,-,-,-,-,-,-,R,S,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Vaccinium,uliginosum,microphyllum,Vaccinium uliginosum microphyllum,f,s,?,f,f,f,s,s,s,f,f,?,r,r,f,f,f,f,s,f,r,-,?,S,F,F,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Vaccinium,uliginosum,occidentale,Vaccinium uliginosum occidentale,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,F,1,"",1,"","","","","","","",""
Angiospermae,Ericaceae,Vaccinium,uliginosum,pedris,Vaccinium uliginosum pedris,X,-,X,X,f,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,?,F,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Vaccinium,uliginosum,vulcanorum,Vaccinium uliginosum vulcanorum,-,-,?,s,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,R,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Vaccinium,vitis–idaea,vitis–i,Vaccinium vitis–idaea vitis–i,-,-,-,-,-,-,-,-,-,-,-,r,f,-,s,r,r,b,b,b,b,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Vaccinium,vitis–idaea,min,Vaccinium vitis–idaea min,f,s,r,f,f,f,s,f,r,s,-,-,s,-,f,f,f,f,s,f,s,-,?,R,F,F,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Oxycoccus,"","",Oxycoccus  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7414,"",""
Angiospermae,Ericaceae,Oxycoccus,palustris,palustris,Oxycoccus palustris palustris,-,-,-,-,-,-,-,r,-,-,-,-,?,-,r,r,r,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",3,""
Angiospermae,Ericaceae,Oxycoccus,palustris,microphyllus,Oxycoccus palustris microphyllus,-,-,-,-,-,-,-,r,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,R,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Oxycoccus,microcarpus,"",Oxycoccus microcarpus ,s,-,r,s,f,s,s,s,-,-,-,s,f,-,f,s,s,r,-,r,r,-,-,-,R,S,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Empetrum,"","",Empetrum  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7415,"",""
Angiospermae,Ericaceae,Empetrum,nigrum,"",Empetrum nigrum ,f,-,f,f,f,f,f,f,s,f,f,f,f,s,f,f,f,f,f,f,s,-,R,S,F,F,F,1,"","","","","","","","",1,""
Angiospermae,Ericaceae,Pyrola,"","",Pyrola  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7416,"",""
Angiospermae,Ericaceae,Pyrola,grandiflora,grandiflora,Pyrola grandiflora grandiflora,f,r,s,f,f,f,f,f,s,f,s,s,-,-,f,f,f,f,f,f,f,-,-,S,F,F,S,1,"","","","","","","","",5,""
Angiospermae,Ericaceae,Pyrola,grandiflora,norvegica,Pyrola grandiflora norvegica,-,-,-,-,-,-,-,-,-,-,-,-,f,-,?,-,-,-,-,-,-,-,-,-,-,F,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Pyrola,asarifolia,incarnata,Pyrola asarifolia incarnata,f,-,f,s,s,f,?,r,-,-,-,-,-,-,-,-,-,?,s,s,f,-,-,-,?,F,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Pyrola,minor var. conferta,"",Pyrola minor var. conferta ,-,-,s,f,s,b,r,s,-,f,f,f,f,-,f,f,s,s,-,-,-,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Pyrola,chlorantha,"",Pyrola chlorantha ,-,-,-,-,-,-,b,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Orthilia,"","",Orthilia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7417,"",""
Angiospermae,Ericaceae,Orthilia,secunda,secunda,Orthilia secunda secunda,-,-,-,-,b,b,-,-,-,-,-,s,s,-,s,r,b,-,-,-,-,-,-,-,-,S,F,1,"","","","","","","","",2,""
Angiospermae,Ericaceae,Orthilia,secunda,obtusata,Orthilia secunda obtusata,f,r,f,f,s,f,s,f,-,r,-,-,-,-,s,f,r,f,f,f,s,-,-,R,S,F,F,1,"","","","","","","","","",""
Angiospermae,Ericaceae,Moneses,"","",Moneses  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7418,"",""
Angiospermae,Ericaceae,Moneses,uniflora,"",Moneses uniflora ,-,-,-,-,b,b,r,s,-,-,-,-,r,-,s,r,b,b,-,-,-,-,-,-,-,S,F,1,"","","","","","","","",1,""
Angiospermae,Rubiaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13
Angiospermae,Rubiaceae,Galium,"","",Galium  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7501,"",""
Angiospermae,Rubiaceae,Galium,kamtschaticum,"",Galium kamtschaticum ,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,1,"","","","","","","","",13,""
