"Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"Hyoscyamus niger L.","Hyoscyamus niger L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,10,67,1,"wfo-0001021850","urn:lsid:ipni.org:names:100187-3","10980","Hyoscyamus niger","species","wfo-4000018727","L.","Solanaceae","","",NA,"Hyoscyamus","","niger","","species","Valid","Sp. Pl. 1: 179. 1753.","Accepted","","",NA,"Source in seed data: SolanaceaeSource.org Update name from Solanaceae, information provided by Alan E. on email Jun. 07 2021","http://solanaceaesource.org/solanaceae/hyoscyamus-niger","The Solanaceae TEN","A","sol-02700","",TRUE,"Synonym","wfo-0001021853","Hyoscyamus niger var. annuus",""
"Juncus bufonius L.","Juncus bufonius L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,68,1,"wfo-0000776030","urn:lsid:ipni.org:names:442769-1","314576","Juncus bufonius","species","wfo-4000019671","L.","Juncaceae","","",NA,"Juncus","","bufonius","","species","Valid","Sp. Pl. 1: 328. 1753 [1 May 1753]","Accepted","","",NA,"Source in seed data: iopi Updated namepublishedIn from Sp. Pl. 328 1753  to Sp. Pl. 1: 328. 1753 [1 May 1753] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-314","http://www.theplantlist.org/tpl1.1/record/kew-314576","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-314576","",TRUE,"Synonym","wfo-0000776032","Juncus bufonius f. alpinus","smallest ID"
"Lamium album L.","Lamium album L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,10,69,1,"wfo-0000222425","urn:lsid:ipni.org:names:448792-1","107372","Lamium album","species","wfo-4000020496","L.","Lamiaceae","","",NA,"Lamium","","album","","species","Valid","Sp. Pl. : 579 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 2: 579. 1753 [1 May 1753]  to Sp. Pl. : 579 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-10","http://www.theplantlist.org/tpl1.1/record/kew-107372","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-107372","",TRUE,"Synonym","wfo-0000803891","Lamium album var. roseum","Accepted"
"Lamium purpureum L.","Lamium purpureum L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,12,70,1,"wfo-0000222646","urn:lsid:ipni.org:names:77189956-1","107577","Lamium purpureum  var. incisum","variety","wfo-0000222642","(Willd.) Pers.","Lamiaceae","","",NA,"Lamium","","purpureum","incisum","variety","Valid","Syn. Pl. 2: 122 (1806)","Accepted","","wfo-0000222556",NA,"Source in seed data: wcs Update namepublishedIn from Syn. Pl. 2: 122 1806  to Syn. Pl. 2: 122 (1806), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-107577 >The P","http://www.theplantlist.org/tpl1.1/record/kew-107577","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-107577","",FALSE,"","","","Accepted"
"Lappula occidentalis","Lappula occidentalis (S. Watson) Greene",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,71,1,"wfo-0001215546","urn:lsid:ipni.org:names:135554-2","4001588","Lappula occidentalis","species","wfo-4000020593","(S.Watson) Greene","Boraginaceae","","",NA,"Lappula","","occidentalis","","species","Valid","Pittonia 4: 97 (1899)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Pittonia 4: 97 1899  to Pittonia 4: 97 (1899), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-4001588 >The Pl","http://www.theplantlist.org/tpl1.1/record/tro-4001588","The Boraginaceae TEN","A","tro-4001588","",FALSE,"","","","Accepted"
"Lappula squarrosa","Lappula squarrosa (Retz.) Dumort.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,72,1,"wfo-0000361500","urn:lsid:ipni.org:names:117629-1","482429","Lappula squarrosa","species","wfo-4000020593","Dumort.","Boraginaceae","","",NA,"Lappula","","squarrosa","","species","Valid","Fl. Belg. : 40 (1827)","Accepted","","wfo-0000368524",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (Retz.) Dumort. to Dumort., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2342864 >The Plant List ","http://www.theplantlist.org/tpl1.1/record/kew-2342864","The Boraginaceae TEN","A","kew-2342864","",FALSE,"","","",""
"Lathyrus pratensis L.","Lathyrus pratensis L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,73,1,"wfo-0000212701","urn:lsid:ipni.org:names:501954-1","7773","Lathyrus pratensis","species","wfo-4000020725","L.","Fabaceae","","",NA,"Lathyrus","","pratensis","","species","Valid","Sp. Pl.: 733 (1753)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from Sp. Pl. 2: 733. 1753 [1 May 1753]  to Sp. Pl. : 733 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-","https://www.legumedata.org/taxonomy/taxon/351512","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-7773","",FALSE,"","","",""
"Leontodon hispidus L.","Leontodon hispidus L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,74,1,"wfo-0000018147","urn:lsid:ipni.org:names:229358-1","GCC-837DDC97-C9ED-495B-84C7-C0EF600A109F","Leontodon hispidus","species","wfo-4000021031","L.","Asteraceae","","",NA,"Leontodon","","hispidus","","species","Valid","Sp. Pl. : 799 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2: 799. 1753 [1 May 1753]  to Sp. Pl. : 799 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-11","http://www.theplantlist.org/tpl1.1/record/gcc-117551","The Asteraceaae TEN","A","gcc-117551","",FALSE,"","","","Not a synonym"
"Lepidium densiflorum Schrad.","Lepidium densiflorum Schrad.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,75,1,"wfo-0000358306","urn:lsid:ipni.org:names:286137-1","477467","Lepidium densiflorum","species","wfo-4000021089","Schrad.","Brassicaceae","","",NA,"Lepidium","","densiflorum","","species","Valid","Index Seminum (GOET, Gottingensis) 1832: 4 (1832)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Index Seminum (GOET) 1832: 4 1832  to Index Seminum (GOET, Gottingensis) 1832: 4 (1832), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplant","http://www.theplantlist.org/tpl1.1/record/kew-2337846","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2337846","",FALSE,"","","",""
"Lepidium ramosissimum A. Nelson","Lepidium ramosissimum A. Nelson",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,10,76,1,"wfo-0001216389","urn:lsid:ipni.org:names:138132-2","4100210","Lepidium ramosissimum","species","wfo-4000021089","A.Nelson","Brassicaceae","","",NA,"Lepidium","","ramosissimum","","species","Valid","Bull. Torrey Bot. Club 26: 124 (1899)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Bull. Torrey Bot. Club 26(3): 124–125 1899  to Bull. Torrey Bot. Club 26: 124 (1899), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantl","http://www.theplantlist.org/tpl1.1/record/tro-4100210","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-4100210","",FALSE,"","","",""
"Lepidotheca suaveolens","Lepidotheca suaveolens (Pursh) Nutt.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,77,1,"wfo-0000028105","urn:lsid:ipni.org:names:154716-2","GCC-26AD49CA-0CCE-43A2-A11B-D70271C5114C","Matricaria discoidea","species","wfo-4000023328","DC.","Asteraceae","","",NA,"Matricaria","","discoidea","","species","Valid","Prodr. 6: 50 (1838)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Prodr. (DC.) 6: 50 1838  to Prodr. 6: 50 (1838), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-127165 >The P","http://www.theplantlist.org/tpl1.1/record/gcc-127165","The Asteraceaae TEN","A","gcc-127165","",TRUE,"Synonym","wfo-0000108994","Lepidotheca suaveolens",""
"Leucanthemum vulgare Lam.","Leucanthemum vulgare Lam.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,10,78,2,"wfo-0000025929","urn:lsid:ipni.org:names:77152147-1","GCC-79FF8032-5088-47B7-AD57-D23026757AD9","Leucanthemum eliasii","species","wfo-4000021491","(Sennen & Pau) Vogt, Konowalik & Oberpr.","Asteraceae","","",NA,"Leucanthemum","","eliasii","","species","Valid","Molec. Phylogen. Evol. 92: 325 (2015)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Molec. Phylogen. Evol. 92: 325. 2015 [20 Jun 2015] [epublished] to Molec. Phylogen. Evol. 92: 325 (2015), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=ht","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77152147-1","The Asteraceaae TEN","A","gcc-125049","",TRUE,"Synonym","wfo-0001385612","Leucanthemum vulgare var. eliasii","smallest ID"
"Linaria vulgaris Mill.","Linaria vulgaris Mill.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,79,1,"wfo-0000446438","urn:lsid:ipni.org:names:325777-2","635408","Linaria vulgaris","species","wfo-4000021818","Mill.","Plantaginaceae","","",NA,"Linaria","","vulgaris","","species","Valid","Gard. Dict. ed. 8 : n.º 1 (1768)","Accepted","","wfo-0000539345",NA,"Source in seed data: cmp Update namepublishedIn from Gard. Dict. ed. 8 1 1768  to Gard. Dict. ed. 8 : n.º 1 (1768), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ke","http://www.theplantlist.org/tpl1.1/record/kew-2498895","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2498895","",FALSE,"","","",""
"Lolium perenne L.","Lolium perenne L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,80,1,"wfo-0000878441","urn:lsid:ipni.org:names:407493-1","422848","Lolium perenne","species","wfo-4000022095","L.","Poaceae","","",NA,"Lolium","","perenne","","species","Valid","Sp. Pl. : 83 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 83 1753  to Sp. Pl. : 83 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-422848 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-422848","The Poaceae TEN","A","kew-422848","",TRUE,"Synonym","wfo-0000878457","Lolium perenne var. tenue","Accepted"
"Lupinus nootkatensis Donn ex Sims","Lupinus nootkatensis Donn ex Sims",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,13,81,1,"wfo-0000213845","urn:lsid:ipni.org:names:145614-2","8906","Lupinus nootkatensis","species","wfo-4000022442","Donn ex Sims","Fabaceae","","",NA,"Lupinus","","nootkatensis","","species","Valid","Bot. Mag.32: t. 1311 (1810)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from  to Bot. Mag. 32: t. 1311 (1810), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-8906 >The Plant List v.1.1","https://www.legumedata.org/taxonomy/taxon/348285","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-8906","",FALSE,"","","",""
"Luzula multiflora subsp. multiflora","Luzula multiflora subsp. multiflora (Ehrh.) Lej.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,82,1,"wfo-0000777958","urn:lsid:ipni.org:names:77170419-1","316512","Luzula multiflora  subsp. multiflora","subspecies","wfo-0000777930","","Juncaceae","","",NA,"Luzula","","multiflora","multiflora","subspecies","Valid","Unknown","Accepted","","",NA,"Source in seed data: iopi Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from https://wcvp.science.kew.org/taxon/77170419-1,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More detai","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77170419-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-316512","",FALSE,"","","",""
"Melilotus albus Medik.","Melilotus albus Medik.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,83,1,"wfo-0000212815","urn:lsid:ipni.org:names:156656-2","7888","Melilotus albus","species","wfo-4000023647","Medik.","Fabaceae","","",NA,"Melilotus","","albus","","species","Valid","Vorles. Churpfälz. Phys.-Ökon. Ges.2: 382 (1787)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from  to Vorles. Churpfälz. Phys.-Ökon. Ges. 2: 382 (1787), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-788","https://www.legumedata.org/taxonomy/taxon/367267","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-7888","",FALSE,"","","","Not a synonym"
"Melilotus officinalis","Melilotus officinalis (L.)Pall.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,84,1,"wfo-0000213864","","8929","Melilotus officinalis","species","wfo-4000023647","(L.) Pall.","Fabaceae","","",NA,"Melilotus","","officinalis","","species","Valid","Reise Russ. Reich. 3: 537. 1776","Accepted","","",NA,"Source in seed data: ildis Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from http://www.theplantlist.org/tpl1.1/record/ild-8929,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30429323-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-8929","",FALSE,"","","","smallest ID"
"Myosotis arvensis","Myosotis arvensis (L.) Hill",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,85,1,"wfo-0000367842","urn:lsid:ipni.org:names:118914-1","496451","Myosotis arvensis","species","wfo-4000025092","Hill","Boraginaceae","","",NA,"Myosotis","","arvensis","","species","Valid","Veg. Syst. 7: 55 (1764)","Accepted","","wfo-0000509822",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Hill to Hill, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2357149 >The Plant List v.1.1.</a","http://www.theplantlist.org/tpl1.1/record/kew-2357149","The Boraginaceae TEN","A","kew-2357149","",FALSE,"","","","Accepted"
"Myosotis laxa subsp. caespitosa","Myosotis laxa subsp. caespitosa (C.F.Schultz) Nordh.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,86,1,"wfo-0000737436","","998588","Myosotis laxa  subsp. caespitosa","subspecies","wfo-0000368476","(Schultz) Hyl. ex Nordh.","Boraginaceae","","",NA,"Myosotis","","laxa","caespitosa","subspecies","Valid","Norsk Fl. 529 1940","Accepted","","wfo-0000367854",NA,"Source in seed data: cmp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2873257 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2873257 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-2873257","The Boraginaceae TEN","A","kew-2873257","",FALSE,"","","",""
